wid,age,country,gender,marital,parenthood
6758,29.0,BGR,m,single,n
6759,34.0,USA,f,married,y
6760,28.0,USA,f,married,y
6761,33.0,USA,m,married,n
6762,33,USA,f,married,
6763,26,USA,f,married,y
6764,26.0,USA,m,single,n
6765,20.0,USA,f,single,n
6766,29.0,USA,f,married,y
6767,29,USA,f,married,y
6768,54,USA,f,married,y
6769,25,USA,f,married,n
6770,56,USA,f,divorced,y
6771,32.0,USA,m,single,n
6772,39,USA,m,married,y
6773,32,USA,f,married,n
6774,31,USA,m,married,n
6775,43,USA,m,married,y
6776,26.0,USA,f,single,n
6778,26.0,USA,m,single,n
6781,34.0,USA,f,single,y
6782,23.0,USA,f,single,y
6783,20.0,USA,m,single,n
6784,21,USA,m,single,n
6785,23.0,USA,f,single,n
6786,32,USA,m,married,y
6787,32,USA,f,divorced,y
6789,54.0,,m,single,n
6790,20.0,IND,f,single,n
6793,53,USA,f,married,y
6794,19.0,USA,m,single,n
6795,26.0,USA,f,married,y
6797,34.0,USA,m,single,n
6799,36.0,USA,f,married,y
6800,27.0,USA,m,married,n
6801,33,,m,single,n
6803,27.0,USA,m,single,n
6808,29,USA,m,single,n
6809,22,USA,m,single,n
6811,32,USA,m,divorced,n
6813,26,USA,m,single,n
6815,29.0,USA,m,single,n
6816,57,USA,f,married,y
6817,35,USA,m,married,y
6818,42.0,USA,f,married,y
6821,23,USA,o,single,n
6822,32,USA,m,married,n
6823,26.0,USA,m,single,n
6824,29.0,USA,m,single,n
6825,26.0,USA,m,single,n
6826,39.0,USA,f,married,y
6827,25.0,USA,m,single,n
6828,40,IND,m,married,y
6829,22,USA,f,single,n
6830,26,USA,f,single,y
6831,18,USA,f,single,n
6832,57.0,USA,f,separated,y
6833,54,USA,f,divorced,y
6834,36.0,USA,f,single,y
6835,34,USA,m,married,y
6836,27.0,USA,f,single,n
6837,24,USA,f,single,n
6838,23,USA,f,single,n
6839,30,USA,f,married,y
6841,34,USA,f,single,n
6842,27,USA,f,married,n
6843,33.0,USA,f,married,y
6844,25,USA,f,single,n
6846,34.0,USA,f,married,y
6847,19.0,USA,f,single,n
6848,34,USA,m,single,n
6850,26.0,USA,m,single,n
6851,24,USA,m,single,n
6853,36.0,CAN,f,married,y
6854,23,USA,f,single,y
6855,27,USA,f,married,y
6856,28.0,,m,married,y
6857,32,USA,m,single,n
6859,37.0,USA,f,single,y
6860,17.0,USA,f,single,n
6861,32.0,USA,m,married,y
6862,53,USA,f,divorced,y
6863,66,USA,f,separated,y
6866,27.0,USA,f,married,y
6867,46.0,USA,m,married,y
6868,38,USA,m,married,y
6870,36,USA,m,single,n
6871,34.0,USA,f,divorced,n
6872,34,USA,f,married,y
6873,33,USA,f,married,y
6875,64,USA,m,married,y
6877,24,USA,f,single,n
6878,40.0,USA,f,married,y
6879,65.0,USA,f,divorced,n
6881,24,USA,m,single,n
6882,25.0,IND,m,single,n
6885,22.0,USA,f,single,n
6887,34.0,USA,m,married,y
6889,25,USA,f,married,n
6890,54.0,,f,divorced,y
6891,25.0,USA,f,single,n
6892,23.0,USA,m,married,n
6894,29.0,USA,f,married,y
6895,34,USA,m,married,y
6896,30.0,USA,m,single,y
6897,29,USA,m,single,n
6898,19,USA,m,single,n
6902,36,USA,m,single,n
6904,27.0,USA,f,married,y
6905,27.0,USA,f,single,n
6906,38,USA,m,divorced,y
6907,38,USA,f,married,y
6908,24,USA,f,single,n
6909,39.0,USA,m,married,y
6910,25.0,USA,m,single,y
6911,30,USA,f,married,y
6912,28.0,USA,m,single,n
6913,44.0,USA,f,single,n
6914,26.0,IND,m,single,n
6915,36.0,USA,f,married,y
6916,60,USA,f,single,n
6917,36,USA,f,single,n
6919,37,USA,f,separated,y
6921,40,ESP,f,married,y
6922,31.0,USA,m,married,y
6923,48,USA,f,divorced,y
6925,27,USA,m,single,n
6926,32,USA,m,single,n
6931,24,USA,m,single,n
6936,41,USA,m,married,y
6937,29.0,USA,m,single,n
6938,25.0,USA,f,single,n
6940,39,USA,f,single,n
6941,29.0,USA,f,married,y
6942,21,USA,m,single,n
6943,26,USA,m,single,n
6944,53.0,USA,m,married,y
6945,27,USA,m,single,n
6946,47,IND,m,married,y
6947,30.0,,m,single,n
6948,29.0,USA,m,single,n
6951,32,MEX,m,married,y
6954,50.0,GBR,m,single,n
6956,22,USA,m,single,n
6957,26,USA,m,single,n
6958,53.0,USA,f,married,y
6959,27,USA,f,single,n
6961,29,USA,f,married,y
6962,24.0,USA,f,single,n
6963,30.0,USA,f,married,y
6964,42,USA,f,married,y
6965,58.0,USA,f,married,y
6966,27,USA,f,single,n
6968,26.0,USA,m,single,n
6969,57,USA,f,single,y
6970,27,USA,f,single,n
6972,27.0,USA,f,married,n
6973,61.0,USA,f,single,n
6974,30.0,USA,m,single,n
6978,26.0,USA,m,single,n
6979,29,IND,m,married,y
6980,26,USA,f,single,n
6981,48,USA,f,married,y
6982,23.0,USA,m,married,y
6984,49,USA,m,single,n
6985,40.0,USA,m,single,n
6986,45.0,USA,m,married,y
6987,33.0,USA,m,married,n
6988,36.0,USA,f,married,y
6989,42,USA,f,married,y
6990,47,USA,m,married,y
6992,35,IND,f,married,y
6993,23.0,USA,f,married,y
6995,49.0,USA,f,separated,y
6996,50,USA,f,divorced,y
6998,19.0,CAN,f,single,n
7000,18.0,USA,f,single,n
7001,55,USA,f,married,y
7002,24,USA,f,married,n
7005,32,USA,f,married,y
7006,51,USA,m,separated,n
7007,,USA,m,,
7008,30,USA,f,single,n
7009,30,USA,m,married,y
7010,22,USA,f,single,n
7012,29,USA,f,married,y
7013,25,USA,m,single,n
7014,31.0,IND,f,married,y
7015,34,USA,m,single,n
7017,38.0,USA,m,married,y
7022,22.0,USA,f,single,n
7024,21.0,USA,f,single,n
7025,32,USA,f,married,y
7026,24,USA,m,single,n
7027,20.0,USA,f,single,n
7029,59,FRA,f,married,y
7030,30,USA,m,married,n
7031,23,USA,m,single,n
7035,29.0,USA,f,married,y
7036,57,USA,m,single,n
7038,39.0,USA,f,single,n
7039,62,USA,m,single,y
7040,36.0,USA,m,divorced,n
7041,30.0,USA,m,single,y
7042,40,USA,m,single,n
7043,27.0,USA,f,married,y
7045,25,USA,f,married,n
7047,40.0,USA,f,married,y
7048,47.0,USA,m,divorced,n
7049,49.0,USA,f,married,n
7052,19.0,USA,f,single,n
7053,25,USA,m,single,n
7054,22,USA,m,single,n
7055,30.0,USA,f,married,y
7056,36.0,USA,f,married,n
7057,20,USA,f,single,n
7058,30.0,USA,m,married,y
7060,45.0,USA,f,divorced,y
7061,54,USA,m,married,y
7062,26.0,USA,f,married,n
7063,33,USA,f,single,n
7065,25,USA,m,single,n
7066,,,,,
7067,31.0,USA,m,married,y
7068,32.0,USA,m,single,n
7069,36.0,USA,m,married,n
7071,,,,,
7075,22,USA,f,single,n
7076,27,USA,f,single,n
7078,25,USA,m,married,n
7082,34.0,USA,f,single,n
7083,27,USA,m,single,n
7084,23.0,USA,f,single,n
7086,26.0,USA,m,single,n
7087,28.0,USA,m,married,y
7088,52,USA,f,married,y
7089,35,USA,f,married,y
7090,52,USA,f,married,y
7092,53.0,USA,m,married,y
7093,26,USA,m,single,n
7094,24.0,USA,f,single,n
7095,27.0,USA,m,single,n
7096,25,USA,m,single,n
7097,33,USA,f,single,n
7100,32.0,IND,,married,y
7101,30,USA,f,married,y
7104,26.0,NGA,f,single,n
7105,18,USA,f,single,y
7106,28.0,IND,m,single,n
7107,37.0,USA,f,married,y
7109,39,USA,m,married,y
7110,23.0,USA,m,single,n
7111,30.0,USA,m,single,n
7112,30.0,USA,m,married,n
7113,26.0,USA,f,married,n
7115,23.0,NGA,m,single,n
7117,22.0,USA,f,single,n
7118,39,USA,m,single,n
7119,39.0,USA,m,married,y
7121,21,USA,f,single,n
7122,24.0,USA,m,single,n
7124,37,USA,f,single,y
7126,26,USA,f,single,n
7127,21.0,USA,m,single,n
7128,32,USA,f,married,n
7130,29,USA,f,single,n
7132,41,USA,f,married,y
7133,34.0,USA,m,single,n
7135,23.0,CAN,f,single,n
7136,53.0,USA,f,married,y
7137,18,USA,m,single,n
7139,40,USA,f,married,y
7140,43,USA,m,,n
7142,25.0,USA,f,single,n
7143,24,USA,m,single,n
7144,35.0,USA,f,,n
7146,23,USA,m,single,n
7150,37,USA,m,married,y
7151,41,USA,f,married,y
7153,43,USA,f,married,y
7154,26.0,USA,m,married,y
7155,32.0,IND,m,married,y
7156,43.0,USA,f,married,n
7157,27,USA,f,married,n
7158,46.0,USA,f,divorced,y
7159,31,GRC,f,single,n
7161,40.0,USA,f,married,y
7162,19.0,USA,m,single,y
7163,28.0,USA,m,single,y
7165,37,USA,f,single,n
7166,32,USA,f,single,n
7168,36.0,USA,m,married,n
7169,31,USA,f,married,n
7170,54,USA,f,married,n
7171,30,USA,f,single,n
7172,30,USA,m,single,n
7173,28,USA,m,single,n
7174,29.0,USA,f,married,y
7175,30,USA,m,married,n
7176,35.0,USA,m,married,y
7178,18.0,USA,f,single,n
7179,21.0,USA,m,single,n
7180,42,USA,m,married,y
7181,32.0,USA,f,married,y
7183,26,USA,m,married,y
7184,38,USA,m,married,y
7185,30.0,IND,m,single,n
7186,19,USA,f,single,n
7187,40,USA,f,single,n
7188,27,USA,m,married,n
7189,33,USA,m,single,n
7190,21.0,PHL,f,single,n
7191,33,USA,f,married,y
7192,42.0,,f,married,y
7194,44,IND,m,married,y
7196,35,USA,m,married,y
7199,37,USA,m,divorced,y
7201,43,USA,f,married,y
7202,38,USA,f,married,y
7203,47.0,USA,f,divorced,y
7204,29.0,USA,f,single,y
7205,41.0,USA,f,married,y
7207,26,USA,f,divorced,y
7208,34,USA,f,married,y
7212,55,USA,f,single,n
7213,35.0,USA,o,married,n
7215,27,USA,f,married,y
7216,42,USA,f,divorced,y
7217,21.0,USA,m,single,n
7220,27.0,USA,f,married,n
7221,29.0,IND,m,married,n
7222,31,USA,m,single,n
7223,40.0,USA,f,single,y
7224,34,USA,m,married,n
7225,23,USA,m,single,n
7227,29,USA,m,single,n
7228,25,USA,f,single,y
7229,31.0,USA,o,single,n
7230,44,,f,married,y
7231,20.0,USA,m,single,n
7232,54,USA,f,divorced,y
7233,31,USA,f,married,y
7234,32.0,,f,married,y
7235,35.0,USA,f,single,n
7236,25,USA,f,single,n
7237,46,USA,f,married,y
7238,27,USA,m,single,n
7239,32.0,IND,m,married,y
7240,27,USA,m,single,n
7241,27,IND,f,single,y
7242,38,USA,f,single,n
7244,26.0,USA,m,single,n
7246,26.0,USA,m,single,n
7247,36,USA,m,married,n
7248,19,USA,m,single,n
7250,41,USA,m,married,y
7251,59.0,USA,f,single,y
7253,20.0,USA,m,single,n
7254,27,USA,f,married,y
7256,19.0,KAZ,m,single,n
7258,36,USA,f,married,y
7259,25.0,USA,m,single,n
7260,23,USA,f,single,n
7261,34,IND,f,married,y
7262,25.0,USA,f,married,n
7265,32,USA,m,single,n
7266,29.0,USA,m,married,y
7267,33,USA,f,single,n
7268,28.0,USA,m,single,n
7271,30.0,USA,f,married,n
7272,,USA,,,
7274,55.0,USA,f,divorced,y
7276,31,USA,f,married,y
7277,36,USA,m,married,y
7279,40,USA,m,married,y
7280,26.0,USA,f,married,n
7281,31,IND,f,married,y
7282,40.0,USA,f,married,y
7283,30,USA,f,married,y
7285,33.0,USA,f,married,y
7287,23,USA,f,single,n
7288,26,USA,f,single,n
7290,33.0,USA,f,married,n
7291,26,IND,m,married,y
7292,37,USA,f,married,y
7294,39.0,USA,f,single,y
7295,28.0,USA,m,married,y
7296,53,USA,f,married,y
7297,21.0,USA,f,single,n
7299,56,USA,f,married,n
7300,58,USA,f,single,n
7301,53.0,USA,f,married,y
7302,29,USA,m,married,n
7303,22.0,USA,f,single,n
7304,52.0,USA,m,divorced,y
7305,30.0,USA,f,married,y
7306,23.0,USA,f,single,n
7307,39.0,USA,m,married,y
7308,29.0,USA,m,single,n
7309,33.0,USA,f,married,y
7310,34,IND,m,,y
7311,60,USA,m,single,n
7313,29.0,USA,m,married,n
7314,28.0,USA,m,married,y
7315,33,NOR,f,married,n
7316,30.0,USA,f,married,y
7318,35,USA,m,married,n
7319,25.0,USA,f,married,n
7320,59,USA,f,divorced,y
7321,25.0,USA,m,single,n
7322,33,USA,f,married,y
7324,27,USA,f,single,n
7325,58,USA,f,married,y
7326,68,,f,widowed,y
7328,41,USA,m,married,y
7329,27.0,USA,m,single,n
7330,21,USA,f,single,n
7331,38,USA,f,married,y
7332,25.0,IND,m,single,n
7334,37,USA,m,single,y
7335,20,USA,f,single,n
7336,36.0,USA,m,divorced,y
7337,36.0,USA,f,married,y
7338,27,KEN,m,single,n
7339,33,USA,f,divorced,y
7340,66,USA,f,divorced,y
7343,23.0,USA,m,single,n
7344,28.0,USA,m,married,n
7346,32,USA,f,married,y
7348,41,USA,m,single,n
7351,23,USA,m,single,n
7354,21.0,USA,f,single,n
7355,26,USA,f,married,n
7357,33,USA,f,married,y
7358,30.0,BGD,m,married,n
7362,29.0,USA,m,single,n
7363,25,IND,m,single,n
7364,57,USA,,divorced,y
7366,26.0,USA,m,single,n
7369,37,USA,f,married,y
7370,28,USA,f,single,n
7372,33.0,USA,m,married,y
7374,23,USA,m,single,n
7376,24.0,USA,m,married,n
7377,21.0,USA,f,single,n
7378,25,USA,m,single,n
7379,55.0,USA,m,divorced,n
7381,21.0,USA,m,single,n
7382,34.0,IND,m,married,n
7384,27,USA,m,single,n
7385,26,USA,m,married,n
7386,51.0,USA,m,married,y
7387,42.0,IND,f,married,y
7389,32.0,TUR,m,married,y
7391,27,USA,f,single,n
7392,22,USA,f,single,n
7394,34,IND,m,married,n
7396,37,USA,m,married,n
7397,32,USA,f,married,y
7398,69,USA,m,divorced,y
7399,22.0,USA,f,single,n
7400,26,USA,f,divorced,n
7401,32.0,USA,m,married,y
7402,38,USA,f,married,y
7403,29,USA,m,single,n
7405,56,USA,f,single,y
7407,28.0,USA,m,married,n
7408,60,USA,f,married,n
7409,41,USA,f,single,n
7410,19.0,USA,m,single,n
7411,29,USA,f,married,n
7413,30.0,USA,m,single,n
7414,42.0,USA,m,married,y
7416,23.0,USA,m,single,n
7418,56.0,USA,f,divorced,y
7419,39,USA,m,single,n
7420,40,USA,f,divorced,y
7424,21.0,USA,m,single,n
7426,31,USA,f,single,y
7427,28,USA,f,single,n
7428,32.0,USA,f,single,n
7429,22.0,USA,m,single,y
7430,40,USA,f,single,n
7431,23.0,USA,m,single,n
7432,26,USA,m,single,n
7433,44,USA,f,married,n
7435,28,USA,m,single,n
7439,34,USA,f,married,y
7440,26,USA,f,married,y
7441,26,IND,m,married,y
7442,38.0,IND,f,married,y
7443,19.0,USA,f,single,n
7444,33.0,USA,f,married,y
7445,29.0,IND,f,single,n
7446,33,USA,f,married,n
7448,33.0,USA,m,married,n
7449,26,USA,f,single,n
7450,49.0,USA,m,married,y
7451,33.0,USA,m,married,n
7452,37.0,USA,m,married,n
7453,53,USA,f,divorced,y
7454,27,USA,f,married,n
7455,26.0,ITA,m,single,n
7456,41,USA,f,divorced,y
7457,21.0,USA,m,single,n
7460,51,USA,f,married,y
7461,37,USA,f,separated,n
7462,34.0,USA,m,single,y
7463,37.0,USA,m,married,y
7466,50.0,USA,f,married,y
7467,31.0,USA,f,married,n
7468,32.0,USA,m,single,n
7469,95,USA,f,single,y
7471,35,USA,f,married,y
7472,36,USA,f,single,n
7473,25,USA,f,single,n
7474,27.0,USA,f,single,n
7477,30,USA,f,married,y
7478,33.0,IND,f,married,y
7479,33,USA,f,divorced,n
7480,48,USA,m,married,y
7481,55,USA,f,married,y
7484,22,USA,m,single,n
7485,33.0,USA,f,married,y
7486,27,USA,f,single,n
7488,32.0,USA,f,single,
7489,23.0,USA,f,single,n
7490,20.0,USA,f,single,n
7491,26.0,USA,m,married,n
7492,43,USA,m,married,n
7493,30,USA,f,married,y
7495,33,USA,m,married,n
7496,21,USA,m,single,n
7497,68.0,USA,m,divorced,y
7498,23.0,,f,single,n
7499,47,IND,f,married,y
7500,28,USA,f,married,n
7502,36,USA,m,married,y
7503,37.0,USA,m,single,n
7504,29.0,USA,m,single,n
7506,52.0,USA,f,married,n
7507,52,USA,f,married,y
7508,43.0,USA,m,married,y
7509,43.0,USA,f,married,y
7510,57,USA,f,divorced,y
7511,37,USA,f,single,n
7512,35.0,USA,m,married,n
7514,51,USA,f,divorced,n
7515,28.0,USA,m,single,n
7516,30,USA,f,married,y
7517,44.0,USA,f,married,y
7518,19.0,USA,m,single,n
7519,30.0,USA,f,single,y
7522,36,USA,f,married,y
7523,39,USA,m,married,n
7527,35.0,USA,m,single,n
7528,47,USA,m,married,y
7529,28,USA,f,single,y
7530,38,USA,f,married,y
7531,31.0,USA,f,married,y
7535,23.0,USA,f,single,n
7536,33,USA,f,married,y
7538,26.0,USA,f,single,y
7540,28.0,USA,m,single,n
7541,20.0,USA,m,single,n
7542,61,USA,f,married,y
7543,30,USA,f,married,n
7546,26.0,USA,f,single,n
7547,19.0,USA,f,single,n
7548,31,USA,m,married,n
7549,32.0,USA,f,single,n
7554,36,USA,f,divorced,y
7555,25,USA,f,married,y
7559,47.0,IND,f,married,y
7560,29,USA,f,married,n
7562,23,USA,f,single,n
7564,39.0,USA,f,married,y
7565,28,USA,f,married,y
7566,60.0,USA,f,single,y
7568,23,USA,f,married,n
7569,40.0,USA,f,married,y
7570,34,USA,f,married,y
7571,22.0,USA,m,single,n
7572,23.0,USA,f,single,y
7573,38,USA,f,,y
7574,25.0,BRA,f,single,n
7576,25.0,USA,m,single,n
7579,32,USA,f,married,n
7580,32.0,USA,f,widowed,y
7582,32,USA,m,married,n
7583,32,USA,f,single,y
7585,39,USA,f,married,y
7586,36,USA,f,married,n
7587,19,MYS,m,single,n
7588,37,USA,f,married,y
7589,28.0,USA,f,single,n
7591,60.0,USA,f,divorced,y
7593,28,USA,m,single,n
7594,64,USA,m,married,y
7595,28,CAN,,single,n
7596,40.0,USA,m,single,n
7598,26.0,USA,f,single,n
7599,36.0,USA,f,single,n
7600,56.0,USA,m,divorced,y
7602,18.0,USA,f,single,n
7604,36.0,USA,m,married,y
7606,31,USA,m,single,n
7607,25,USA,f,married,n
7609,24.0,USA,m,single,n
7610,25.0,USA,f,married,y
7611,68,USA,f,married,y
7613,27.0,USA,m,married,y
7614,33,USA,m,married,y
7616,20.0,USA,m,single,n
7617,26,VEN,m,single,n
7618,37,USA,f,married,y
7619,25,USA,m,single,n
7620,20,USA,m,single,n
7621,30.0,USA,m,married,y
7622,28,USA,f,married,y
7623,31.0,USA,f,single,n
7624,39.0,USA,m,married,n
7625,23,USA,f,single,n
7626,34,USA,f,married,y
7627,32,USA,f,married,y
7628,32,USA,m,single,n
7629,23,USA,f,single,n
7630,26,USA,f,divorced,n
7632,30,USA,f,single,n
7633,32.0,USA,f,divorced,y
7634,27.0,USA,f,married,y
7636,20,USA,f,single,y
7637,34.0,USA,m,married,n
7638,28,USA,f,married,y
7641,46,USA,m,divorced,y
7642,19,USA,m,single,n
7643,27,USA,m,single,n
7645,36.0,USA,f,married,y
7646,18,USA,m,single,n
7647,61,USA,f,widowed,y
7648,22.0,USA,m,single,n
7650,38.0,USA,f,divorced,y
7652,20,USA,f,single,n
7654,26,USA,m,married,n
7655,24,USA,m,married,n
7656,38,USA,m,married,y
7657,34.0,AUS,f,married,n
7659,29.0,USA,f,married,y
7660,23,USA,m,single,n
7661,22.0,USA,m,single,n
7662,38.0,USA,f,married,y
7663,32,USA,m,married,y
7664,36.0,USA,m,married,y
7666,31.0,USA,f,single,n
7668,27.0,MEX,f,married,n
7669,38,IND,f,married,y
7672,28.0,USA,f,single,n
7673,23.0,USA,f,single,n
7674,41,USA,f,married,y
7675,43,USA,m,married,y
7676,26,USA,f,single,n
7678,38,USA,m,married,y
7680,37.0,USA,f,single,n
7681,47.0,USA,m,married,y
7682,35.0,USA,m,single,n
7683,26,USA,f,married,y
7684,25,USA,f,single,n
7685,44,PHL,m,married,y
7686,21.0,IND,m,single,n
7688,25,USA,m,married,y
7689,51,USA,f,married,y
7690,23,USA,m,single,n
7691,20,IND,m,single,n
7692,36.0,USA,f,single,n
7693,25,USA,f,single,n
7694,22,USA,m,single,n
7695,24.0,USA,m,single,n
7696,48.0,USA,m,married,n
7697,25,USA,m,single,n
7698,38.0,USA,m,married,n
7699,20,USA,m,single,n
7700,27,USA,m,single,n
7701,37,USA,m,married,n
7702,38.0,USA,f,single,n
7705,21,USA,f,single,n
7706,41,USA,f,married,y
7710,28,VEN,m,married,y
7711,32,USA,f,married,y
7712,22,USA,m,single,n
7713,35,USA,f,married,y
7714,20,USA,m,single,n
7716,24.0,USA,m,single,n
7717,30.0,USA,f,single,n
7719,29,CZE,f,single,n
7720,24.0,USA,m,single,n
7721,37,USA,f,married,y
7722,32,USA,f,married,y
7725,34,USA,f,married,y
7727,21,USA,,single,n
7732,56,USA,m,married,n
7733,38,IND,f,married,y
7734,22,USA,m,single,n
7735,29,USA,f,married,y
7736,28,USA,m,single,n
7737,31,IND,f,married,n
7739,41.0,USA,f,married,y
7742,28,USA,m,single,n
7743,42,USA,f,single,n
7745,31,USA,m,single,n
7747,23.0,ALB,m,single,n
7748,24.0,USA,m,single,n
7749,31,USA,m,married,n
7750,27,USA,m,single,n
7751,42,USA,f,single,y
7752,24,USA,m,single,n
7753,35,USA,f,separated,y
7754,22.0,USA,m,single,n
7755,28.0,USA,f,single,n
7756,46,USA,f,single,n
7757,32.0,USA,m,married,y
7758,27.0,USA,f,single,n
7759,31.0,CAN,m,married,y
7760,34,USA,f,married,y
7761,29.0,USA,m,single,n
7764,24,USA,f,single,n
7765,60.0,USA,m,married,y
7766,23,USA,m,married,n
7767,25.0,USA,f,single,n
7768,35.0,USA,f,married,y
7769,31.0,USA,f,single,y
7770,37.0,USA,m,single,n
7771,68.0,USA,m,married,y
7778,35.0,USA,f,single,n
7779,53.0,USA,f,divorced,y
7780,22.0,USA,m,single,n
7781,21.0,USA,m,single,n
7783,40.0,USA,f,married,y
7784,38,USA,f,married,n
7785,29,USA,f,married,n
7786,26,USA,o,single,y
7787,32.0,USA,f,married,y
7789,34.0,USA,f,married,n
7790,22,USA,f,single,n
7792,48,USA,f,married,y
7793,28.0,USA,m,single,n
7794,31,USA,m,single,y
7796,60.0,USA,f,married,n
7798,29.0,USA,f,single,n
7799,26.0,USA,m,married,n
7800,36,USA,f,married,y
7801,29,USA,m,single,n
7802,32,USA,f,married,y
7804,27.0,USA,m,single,n
7805,48.0,USA,m,single,n
7806,42.0,USA,m,married,n
7807,20.0,USA,f,single,n
7808,26.0,USA,f,married,n
7809,45,IND,m,married,y
7810,35,USA,f,divorced,n
7812,31,USA,m,divorced,n
7813,40,CRI,m,married,y
7816,26.0,IND,f,single,n
7818,36,IND,f,married,y
7820,29.0,USA,f,married,y
7821,35.0,USA,m,single,n
7823,25,USA,f,single,n
7827,35,USA,f,married,n
7828,24.0,USA,m,single,n
7830,26,TUR,m,single,n
7831,21.0,USA,f,single,n
7832,55,USA,f,married,y
7835,42,USA,m,single,y
7837,26,USA,f,married,n
7838,25,USA,f,married,n
7839,48,USA,f,married,y
7840,31,USA,f,married,y
7841,64,USA,f,divorced,y
7843,24,USA,m,single,n
7845,35,IND,m,married,y
7846,34.0,USA,f,married,n
7847,24,USA,m,single,n
7849,35.0,USA,m,married,y
7850,34.0,USA,m,single,n
7851,22.0,USA,f,single,n
7852,19.0,USA,m,single,n
7853,26.0,USA,f,single,n
7857,26,USA,f,married,y
7858,38,USA,m,divorced,y
7859,31,USA,f,married,y
7860,44,USA,m,married,n
7862,37,USA,f,married,y
7863,22.0,USA,m,single,n
7864,22.0,USA,m,single,n
7865,46,USA,f,divorced,n
7866,53,USA,f,married,y
7868,30,USA,m,single,n
7871,34.0,USA,f,married,y
7873,26,USA,f,married,n
7876,35,USA,m,single,y
7877,45.0,USA,f,married,y
7880,60.0,USA,f,single,y
7881,49.0,USA,f,married,y
7882,36.0,USA,m,married,y
7883,25.0,USA,m,married,y
7884,18,USA,f,single,n
7885,40.0,USA,f,married,y
7886,45.0,USA,f,single,y
7887,26,USA,f,single,y
7888,21,USA,m,single,n
7889,37,USA,f,married,y
7890,26.0,LTU,m,single,n
7892,57,VEN,m,single,y
7893,26,USA,f,married,n
7894,27,ZAF,f,married,y
7895,40,USA,f,married,y
7897,22,USA,f,single,n
7898,32.0,USA,f,single,n
7899,23.0,USA,f,single,n
7900,26,IND,m,married,y
7902,41,USA,f,married,y
7904,25,USA,f,single,n
7906,46,USA,f,married,y
7909,49.0,USA,f,single,y
7910,46,USA,f,married,y
7911,24,USA,f,single,y
7913,57,GBR,m,single,n
7914,20.0,USA,m,single,n
7915,28,USA,f,married,y
7917,24.0,USA,m,single,n
7918,34.0,USA,m,married,y
7920,36,USA,f,married,y
7921,24,USA,f,single,n
7923,38,USA,f,divorced,n
7926,39,USA,m,single,y
7927,24.0,USA,m,single,n
7929,25,USA,f,single,n
7930,20,USA,m,single,n
7931,49,USA,f,married,y
7932,51.0,USA,f,divorced,y
7936,40.0,USA,f,married,y
7937,25,USA,f,single,n
7938,33.0,USA,f,married,y
7939,37.0,USA,f,single,n
7940,25,USA,f,single,n
7942,29,USA,f,married,y
7944,24.0,BRA,m,single,n
7947,25,USA,m,single,n
7948,25,USA,f,single,n
7950,23,USA,f,single,y
7951,31.0,USA,m,single,n
7952,25.0,USA,f,single,n
7954,29.0,USA,f,married,y
7956,45.0,USA,f,married,y
7957,28,USA,f,married,n
7958,57,USA,f,divorced,y
7959,29.0,USA,f,married,y
7960,36,FRA,f,single,n
7961,34.0,USA,m,single,n
7962,26,USA,f,married,y
7963,20.0,USA,m,single,n
7964,25.0,USA,f,married,n
7965,24,USA,m,single,n
7966,28.0,USA,m,single,n
7967,36.0,USA,f,married,n
7968,23,USA,f,single,n
7970,48.0,USA,f,single,n
7972,55,USA,m,single,n
7976,34,USA,m,married,y
7978,53,USA,f,married,y
7979,27.0,USA,m,single,n
7980,57.0,USA,m,divorced,n
7981,32.0,USA,f,single,y
7982,22,USA,m,married,y
7983,19.0,USA,m,single,n
7985,,IND,,,y
7986,32.0,USA,f,married,y
7987,33,USA,f,single,n
7989,24.0,IND,m,single,n
7990,21.0,USA,f,single,n
7992,29,USA,m,single,n
7993,23,USA,f,single,n
7996,32,USA,f,divorced,n
7997,38,USA,m,single,n
7998,25.0,USA,m,single,n
8000,28,USA,f,married,n
8002,23.0,USA,f,married,y
8003,25.0,USA,f,married,y
8004,45,USA,f,married,y
8005,35.0,USA,f,married,y
8006,25.0,USA,m,single,n
8008,30.0,USA,f,married,n
8009,28,USA,m,single,n
8010,32.0,USA,f,married,y
8015,36.0,USA,f,married,y
8016,32,USA,f,married,y
8017,50,USA,f,divorced,y
8018,41.0,USA,f,divorced,y
8021,41,USA,f,,y
8022,32.0,USA,f,single,n
8023,28,USA,m,married,y
8025,23,USA,f,single,n
8026,21,USA,m,single,n
8027,27.0,USA,m,married,n
8028,44.0,USA,f,married,y
8029,25.0,USA,f,single,n
8030,21.0,USA,m,single,n
8031,30.0,USA,m,married,y
8033,25.0,USA,f,single,n
8034,55,CAN,f,single,n
8036,26.0,USA,,single,n
8040,25,IND,m,married,n
8042,33,USA,m,married,n
8043,29,USA,f,married,y
8044,43,UGA,m,divorced,y
8045,32.0,FRA,m,married,y
8046,35.0,USA,m,married,y
8048,26,USA,m,single,y
8049,44.0,USA,m,married,y
8050,35.0,USA,f,single,n
8051,25,USA,f,single,n
8052,63,USA,f,married,y
8054,32,USA,f,married,y
8056,36.0,USA,m,married,n
8058,37,IND,m,married,y
8061,23,USA,m,single,n
8062,51,,f,married,n
8064,23,USA,m,single,n
8065,29.0,USA,f,divorced,y
8066,27,BRA,m,single,n
